filename	total_length	ncontigs	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
ERR474477.fasta	5604849	84	66724.39	573087	500	1076	11	154147	10	109354	19	53379	33
ERR474478.fasta	5479634	76	72100.45	375742	546	984	10	176592	11	134015	18	49831	32
ERR474479.fasta	5574892	58	96118.83	695700	515	1082	11	352849	6	230817	10	83717	19
ERR474482.fasta	5582124	81	68915.11	671040	500	1169	12	200193	8	134725	15	53601	27
ERR474483.fasta	5518128	65	84894.28	1276051	569	1478	15	247829	6	212870	10	93192	18
ERR474484.fasta	5528267	79	69978.06	1178179	500	883	9	193669	7	129446	14	53378	26
ERR474485.fasta	5550898	71	78181.66	1276039	569	1267	13	247476	6	197007	11	93076	18
ERR474487.fasta	5457813	53	102977.60	1027570	551	1182	12	347274	5	206185	9	93357	16
ERR474489.fasta	5480018	44	124545.86	684515	538	981	11	359336	6	248964	9	92875	17
ERR474490.fasta	5651981	89	63505.40	466558	505	1077	11	188293	10	146024	17	55991	29
ERR474492.fasta	5647579	105	53786.47	1163020	500	1280	13	252111	6	169954	11	39867	23
ERR474493.fasta	5387750	48	112244.79	715402	505	1585	17	226613	7	159449	13	79914	23
ERR474494.fasta	5363918	37	144970.76	703482	533	1375	14	414339	5	186835	9	111599	15
ERR474496.fasta	5590209	82	68173.28	418684	520	1196	13	176592	10	151675	16	52022	28
ERR474497.fasta	5576545	84	66387.44	411696	512	1180	12	176933	11	144202	18	46881	31
ERR474499.fasta	5392802	45	119840.04	636550	572	1080	11	460514	5	195277	9	94158	16
ERR474500.fasta	5562925	77	72245.78	1208343	559	1268	13	400162	5	248766	8	98381	15
ERR474501.fasta	5500257	67	82093.39	445618	616	984	10	188293	10	149358	16	56150	27
ERR474502.fasta	5563566	78	71327.77	1208294	524	1084	11	370120	5	195377	9	98381	16
ERR474503.fasta	5265495	38	138565.66	754736	557	977	10	329977	6	184036	11	119391	18
ERR474504.fasta	5247168	110	47701.53	355728	519	1187	12	135171	13	97659	23	32453	39
ERR474507.fasta	5428412	48	113091.92	615425	566	875	9	369388	6	247126	10	93979	16
ERR474508.fasta	5439356	39	139470.67	1427491	638	1069	11	359199	4	248995	8	92875	15
ERR474509.fasta	5563625	175	31792.14	387947	505	1373	14	133469	13	79691	24	22863	49
ERR474510.fasta	5482218	88	62297.93	560270	500	1369	14	204396	9	146578	15	58680	25
ERR474512.fasta	5459891	79	69112.54	787135	500	1371	14	172877	10	128594	17	62053	28
ERR474513.fasta	5465779	63	86758.40	595370	616	1087	11	218244	8	157938	14	56445	25
ERR474514.fasta	5340939	65	82168.29	730881	507	790	8	248766	7	172566	12	74078	21
ERR474517.fasta	5283802	80	66047.52	377779	503	1281	13	234620	9	140241	15	55715	26
ERR474518.fasta	5573115	73	76344.04	801334	500	1175	12	168239	10	129827	17	51623	28
ERR474520.fasta	5587970	81	68987.28	456159	513	1076	11	198530	9	143780	16	53772	26
ERR474522.fasta	5352892	41	130558.34	927114	638	985	10	369582	5	247307	8	92872	16
ERR474524.fasta	5409458	48	112697.04	1165924	525	1869	19	250480	6	177236	11	103767	19
ERR474525.fasta	5365562	58	92509.69	772208	507	1180	12	361256	5	221455	9	95189	17
ERR474527.fasta	5377453	52	103412.56	722292	506	1477	15	275556	7	172386	13	92877	21
ERR474530.fasta	5467036	76	71934.68	401496	546	980	10	194264	10	121460	18	70758	30
ERR474531.fasta	5557139	113	49178.22	393858	518	1188	13	176592	11	120110	19	46890	32
ERR474532.fasta	5359520	47	114032.34	540264	616	1073	11	206921	8	172656	13	86469	21
ERR474534.fasta	5438802	46	118234.83	658401	638	692	7	290994	7	194961	11	93357	19
ERR474535.fasta	5437043	50	108740.86	758875	507	1073	11	311121	6	206746	11	92872	18
ERR474538.fasta	5577609	64	87150.14	1002572	559	1280	13	337820	6	178104	11	98384	19
ERR474540.fasta	5540878	55	100743.24	1277689	559	1174	12	400180	5	248795	8	98384	16
ERR474541.fasta	5312637	59	90044.69	634493	507	1183	12	318935	7	172598	12	59414	21
ERR474543.fasta	5320264	74	71895.46	446203	500	1086	11	142821	12	102519	21	63897	34
ERR474544.fasta	5322733	74	71928.82	430205	507	979	10	142733	11	102519	20	67302	32
ERR474545.fasta	5524951	117	47221.80	341271	531	795	8	130074	13	81774	24	29668	45
ERR474547.fasta	5234435	53	98762.92	840229	531	1284	13	370866	5	178092	8	100485	16
ERR474548.fasta	5610900	88	63760.23	456413	513	1080	11	172946	10	146161	17	53772	29
ERR474551.fasta	5580632	55	101466.04	1161430	553	1282	13	259549	7	209465	11	83809	21
ERR474552.fasta	5455158	56	97413.54	633966	562	1278	13	308261	7	205460	11	86388	18
ERR474553.fasta	5495648	73	75282.85	706029	556	685	8	303659	7	221823	11	47439	21
ERR474559.fasta	5285552	40	132138.80	1222271	517	1570	16	348901	5	260013	9	111327	15
ERR4781810.fasta	5572163	76	73317.93	554854	549	390	4	356740	7	293785	10	61517	20
ERR4781811.fasta	5760752	62	92915.35	491717	502	988	10	319711	8	223344	12	74798	20
ERR4781812.fasta	5435369	52	104526.33	863952	607	396	4	359441	6	180286	11	99487	18
ERR4781814.fasta	5725909	80	71573.86	740054	532	299	3	350822	6	250811	9	71350	18
ERR4782088.fasta	5610827	67	83743.69	1482562	540	296	3	383028	4	188798	9	77142	17
ERR4782092.fasta	5788523	87	66534.75	739416	505	398	4	331025	6	223882	11	90027	20
ERR4782096.fasta	5883212	64	91925.19	1238395	506	393	4	275600	6	168952	11	86432	20
ERR4782097.fasta	5546600	64	86665.62	701763	511	792	8	313255	6	201896	11	58590	22
ERR4782229.fasta	5801246	80	72515.57	994533	536	595	6	274421	6	153301	12	67546	22
ERR4782230.fasta	5442319	43	126565.56	1766420	536	489	5	694467	3	384826	5	99441	10
ERR4782243.fasta	5599212	60	93320.20	795427	505	594	6	374271	6	267199	10	94273	16
ERR4782244.fasta	5637190	103	54730.00	738262	511	1066	11	214803	9	135280	15	48412	30
ERR4782245.fasta	5608448	47	119328.68	766802	562	693	7	315260	7	219975	11	94288	18
ERR4782246.fasta	5419680	49	110605.71	1467104	563	492	5	411782	4	294137	7	92919	14
ERR4782979.fasta	5556355	66	84187.20	807748	514	988	10	282775	6	209368	11	71569	20
ERR4782981.fasta	5552147	78	71181.37	689739	532	597	6	306683	7	166461	12	86649	21
ERR4782987.fasta	5665399	53	106894.32	867691	759	985	10	549080	4	165781	8	72781	17
ERR4782989.fasta	5123109	19	269637.32	2234895	536	685	7	734720	2	478691	4	360349	6
ERR4782999.fasta	5531221	72	76822.51	490888	522	1177	12	291311	8	148547	13	66178	23
ERR4783001.fasta	5410836	41	131971.61	1013703	553	785	8	451955	4	313962	7	99427	12
ERR4783011.fasta	5121823	21	243896.33	1833400	788	977	10	416908	3	367435	6	187077	9
ERR4783014.fasta	5636272	85	66309.08	506042	563	886	9	323746	7	175812	12	49348	23
ERR4783019.fasta	5578893	48	116226.94	1123607	546	695	7	430432	5	307337	8	86434	15
ERR4783022.fasta	5423864	91	59602.90	387172	520	580	6	209816	9	130050	16	42861	29
ERR4783027.fasta	5654270	94	60151.81	705707	507	978	10	284840	7	225017	11	82554	20
ERR4783029.fasta	5764171	97	59424.44	552462	523	1081	11	297836	8	180750	13	57183	23
ERR4783035.fasta	5369513	81	66290.28	479766	535	491	5	222026	9	121768	16	62361	27
ERR4783039.fasta	5424476	47	115414.38	753411	511	791	8	439597	5	291223	8	93051	14
ERR4783042.fasta	5461069	51	107079.78	1350389	535	622	8	468629	4	306016	7	99647	12
ERR4783047.fasta	5491216	43	127702.70	829959	586	792	8	370914	5	323743	8	99535	14
ERR4783050.fasta	5628608	51	110364.86	1218603	546	588	6	455518	5	307977	8	99616	14
ERR4783054.fasta	5629151	62	90792.76	631242	520	687	7	317813	7	189473	12	72778	22
ERR4783064.fasta	5501339	54	101876.65	561865	508	793	8	276100	7	217770	12	76746	20
ERR4783070.fasta	6021322	83	72546.05	419089	514	200	2	203585	11	146389	18	50611	33
ERR4783074.fasta	5580341	55	101460.75	898930	546	784	8	430255	5	307975	8	86566	16
ERR4783127.fasta	5645885	100	56458.85	705707	507	592	6	363663	6	199174	11	86649	19
ERR4783132.fasta	5407948	60	90132.47	988826	591	785	8	257140	5	186432	10	86454	17
ERR4783189.fasta	5566139	76	73238.67	765489	514	497	5	408298	5	241285	9	86571	16
ERR4783226.fasta	5425973	46	117955.93	750235	511	298	3	352306	6	235157	10	93445	16
ERR4783227.fasta	5519317	68	81166.43	752317	543	390	4	341187	6	178138	11	69871	20
ERR4783233.fasta	5412690	43	125876.51	1014073	533	785	8	653144	4	361138	6	108493	10
ERR4783234.fasta	5485426	61	89925.02	1017610	553	682	7	473936	5	320202	7	64461	16
ERR4783235.fasta	5467798	37	147778.32	1296082	518	788	8	463169	4	378049	7	99616	13
ERR4783238.fasta	5532180	72	76835.83	551352	509	779	8	321945	7	148625	13	65786	23
ERR4783241.fasta	5795020	58	99914.14	1251054	528	882	9	304443	6	188001	10	99616	18
ERR4783242.fasta	5124243	18	284680.17	2234299	788	987	10	734680	2	478725	4	360747	6
ERR4783245.fasta	5123507	19	269658.26	2235638	788	789	8	734485	2	479629	4	231443	6
ERR4783249.fasta	5269197	87	60565.48	368944	571	895	9	194879	11	114454	18	33139	33
ERR4783253.fasta	5122439	19	269602.05	1833117	788	886	9	734765	2	506258	4	231443	7
ERR4783255.fasta	5576325	50	111526.50	1250644	562	690	7	473591	4	328689	7	86433	14
ERR4783257.fasta	5625860	57	98699.30	1213139	518	591	6	378353	5	224405	9	86433	17
ERR4783262.fasta	5401670	41	131748.05	896141	599	1079	11	492036	4	344535	7	94612	12
ERR4783263.fasta	5761291	89	64733.61	510170	523	976	10	321397	7	180750	12	57169	22
ERR4783265.fasta	5123247	19	269644.58	2235317	536	587	6	734680	2	478691	4	360335	6
ERR4783268.fasta	5577635	56	99600.62	520116	546	787	8	378048	7	224791	10	85674	18
ERR4783270.fasta	5269381	83	63486.52	368944	579	893	9	171626	12	109162	19	33139	34
ERR4783271.fasta	5484031	63	87048.11	1017776	598	674	7	473880	5	320252	7	70276	16
ERR4783273.fasta	5124201	23	222791.35	2061080	571	976	10	734247	2	506258	4	124027	8
ERR4783275.fasta	5130106	124	41371.82	350212	630	681	7	99473	16	78864	27	30610	47
ERR4783279.fasta	5662256	64	88472.75	1254928	502	490	5	389125	4	230455	8	95693	15
ERR4783281.fasta	5121964	23	222694.09	1832966	788	884	9	734148	2	479192	4	360733	7
ERR4783283.fasta	5328273	27	197343.44	1260401	1037	580	6	361069	4	287494	7	136334	13
ERR4783288.fasta	5121893	20	256094.65	2062246	788	788	8	734790	2	377134	4	172724	8
ERR4783290.fasta	5795413	53	109347.42	1404125	626	1368	14	501072	4	350023	7	72549	15
ERR4783293.fasta	5455818	54	101033.67	1070819	521	873	9	463088	4	366369	7	99689	13
ERR4783297.fasta	5628418	129	43631.15	383790	515	345	8	162330	12	83504	21	33720	43
ERR4783298.fasta	5740229	53	108306.21	2075368	560	1273	13	528815	3	389552	5	86509	11
ERR4783299.fasta	5763060	87	66242.07	510170	528	782	8	321748	7	178457	13	57169	22
ERR4783302.fasta	5738504	52	110355.85	2994079	562	606	8	2994079	1	481377	3	86509	8
ERR4783305.fasta	5454700	63	86582.54	1072791	531	1474	15	407624	5	356673	8	99729	14
ERR4783306.fasta	5547209	59	94020.49	494284	534	294	3	261918	8	203346	12	72143	21
ERR4783307.fasta	5766692	90	64074.36	552094	522	985	10	321196	7	161631	12	57169	22
ERR4783310.fasta	5554592	60	92576.53	1913179	508	489	5	479738	3	293731	6	80668	15
ERR4783315.fasta	5123517	18	284639.83	2832996	536	391	4	2832996	1	479099	3	360335	5
ERR4783318.fasta	5616661	85	66078.36	702212	505	1274	13	314567	6	255080	10	65019	19
ERR4783320.fasta	5781554	100	57815.54	803009	527	177	4	286748	7	143983	12	40921	23
ERR4783321.fasta	5430387	51	106478.18	753411	502	396	4	438980	5	242393	8	93442	14
ERR4783324.fasta	5488601	72	76230.57	1599871	517	1175	12	476255	3	313692	6	86507	12
ERR4783326.fasta	5576013	60	92933.55	898614	518	600	7	364726	6	178355	10	84750	20
ERR4783329.fasta	5365000	75	71533.33	479482	536	779	8	222026	9	131367	15	62361	27
ERR4783332.fasta	5517407	72	76630.65	752317	512	595	6	274682	7	177841	12	69871	21
ERR4783334.fasta	5129202	117	43839.33	350212	602	688	7	118166	15	79369	26	30610	44
ERR4783340.fasta	5579911	51	109410.02	898643	515	506	6	430036	5	307736	8	86434	16
ERR4783342.fasta	5528018	158	34987.46	243089	583	135	5	90067	19	65386	33	21096	66
ERR4783343.fasta	5546421	68	81565.01	898934	782	981	10	341358	6	234571	10	51277	21
ERR4783347.fasta	5123462	17	301380.12	2234328	788	1081	11	734247	2	479192	4	360778	6
ERR4783348.fasta	5736525	59	97229.24	1488500	560	692	8	695741	3	373969	6	86642	12
ERR4783353.fasta	5599375	72	77769.10	740231	547	493	5	326403	6	184969	11	70118	21
ERR4783356.fasta	5410733	43	125831.00	756320	553	493	5	451954	5	300691	8	108494	12
ERR4783357.fasta	5763365	94	61312.39	510170	509	1074	11	252436	8	155619	13	57169	24
ERR4783358.fasta	5122039	21	243906.62	1910648	788	977	10	479836	3	360380	5	231443	8
ERR4783360.fasta	5540754	66	83950.82	695624	554	298	3	407009	5	249124	9	92783	16
ERR4783362.fasta	5536106	59	93832.31	607832	536	1479	15	383721	6	162147	11	72781	20
ERR4783364.fasta	5662772	66	85799.58	867066	536	885	9	347876	6	152669	11	68382	22
ERR4783366.fasta	5598657	49	114258.31	647529	660	197	2	429695	6	197208	10	94288	17
ERR4783368.fasta	5843055	74	78960.20	1254626	625	492	5	388792	5	245772	9	77628	17
ERR4783370.fasta	5789294	56	103380.25	1250614	546	600	7	307975	5	224405	9	80334	18
ERR4783372.fasta	5519436	43	128358.98	822715	525	983	10	391929	6	369491	8	99426	13
ERR4783374.fasta	5425161	44	123299.11	704054	511	786	8	369270	6	291356	9	92919	15
ERR4783376.fasta	5124515	19	269711.32	1910846	536	1374	14	922866	2	479226	4	360362	6
ERR4783378.fasta	5427520	45	120611.56	750404	511	887	9	369069	6	291643	9	93442	14
ERR4783380.fasta	5532930	61	90703.77	608346	507	692	7	388799	6	214703	10	68475	20
ERR4783382.fasta	5186335	20	259316.75	1839166	575	1086	11	582840	3	529455	4	366663	7
ERR4783384.fasta	5451941	59	92405.78	994306	581	589	6	370463	6	332399	9	86507	15
ERR4783386.fasta	5544908	60	92415.13	733279	554	595	6	406725	5	310820	8	99620	14
ERR4783388.fasta	5684588	170	33438.75	477722	502	445	12	171626	12	99429	21	27148	42
ERR4783390.fasta	5522518	48	115052.46	735518	501	785	8	409740	5	310375	8	99660	14
ERR4783392.fasta	5580477	56	99651.38	516466	518	787	8	382161	7	224393	10	86434	18
ERR4783395.fasta	5285509	35	151014.54	772826	517	690	7	361489	5	242519	8	99453	15
ERR4783396.fasta	5425956	47	115445.87	753411	511	693	7	439199	5	291244	8	92919	14
ERR4783398.fasta	5687042	152	37414.75	478715	540	592	6	182034	11	96566	21	23548	42
ERR4783400.fasta	5121762	22	232807.36	1833547	536	591	6	478691	3	400644	5	231443	8
ERR4783402.fasta	5579135	55	101438.82	898727	518	784	8	378782	6	224393	9	73266	19
ERR4783403.fasta	5686297	92	61807.58	539722	511	882	9	254723	7	162147	12	40000	26
ERR4783404.fasta	5580255	51	109416.76	898743	508	689	7	430524	5	307975	8	86434	16
ERR4783426.fasta	5574568	54	103232.74	541094	553	490	5	406006	7	264230	10	90331	16
ERR4783436.fasta	5577582	51	109364.35	927536	526	772	8	462530	5	322851	8	79226	16
ERR4783437.fasta	5501491	53	103801.72	563000	570	693	7	275722	7	217396	12	76746	20
ERR4783438.fasta	6026939	74	81445.12	462232	514	885	9	218199	10	159914	17	57265	31
ERR4783440.fasta	5704305	93	61336.61	740127	544	491	5	254722	6	122054	13	34194	28
ERR4783466.fasta	5762585	85	67795.12	551706	523	885	9	321196	7	177403	12	67618	21
ERR4783467.fasta	5658893	81	69862.88	705707	507	198	2	361877	6	232854	10	86517	19
ERR4783474.fasta	5522343	43	128426.58	546427	507	786	8	350459	7	274542	10	99426	16
ERR4783484.fasta	5456595	41	133087.68	674002	536	398	4	352268	6	281266	10	86517	16
ERR4783485.fasta	5797707	99	58562.70	802931	504	685	7	352676	6	205628	11	95214	19
ERR4783486.fasta	5582694	48	116306.12	1250832	546	885	9	462896	5	340948	7	86433	14
ERR4783504.fasta	5987964	114	52526.00	522562	505	595	6	197394	10	107791	17	28922	37
ERR4783505.fasta	5532432	64	86444.25	543006	622	497	5	247995	8	166079	14	73678	23
ERR4783506.fasta	5574674	40	139366.85	1143089	600	873	9	624395	4	332209	7	99620	12
ERR4783507.fasta	5540310	80	69253.88	506491	506	980	10	203867	9	135171	15	60706	29
ERR4783508.fasta	5497045	62	88662.02	500557	535	788	8	334974	7	198724	11	87507	18
ERR4783509.fasta	5495504	64	85867.25	536312	547	1281	13	323818	7	204703	11	72454	20
ERR4783510.fasta	5471367	66	82899.50	593253	657	875	9	236233	7	120956	13	50173	27
ERR4783513.fasta	5780757	116	49834.11	655696	506	198	2	344543	7	197168	11	34641	24
ERR4783516.fasta	5617175	47	119514.36	1298811	505	493	5	307976	5	274187	9	95746	16
ERR4783519.fasta	5593129	38	147187.61	1295630	562	491	5	399908	5	328690	8	107805	13
ERR4783520.fasta	5868722	97	60502.29	647691	503	592	6	402150	6	196325	11	45447	22
ERR4783523.fasta	5654869	83	68130.95	716573	514	786	8	249812	7	182626	12	76308	22
ERR4783552.fasta	5051112	23	219613.57	1024860	580	987	10	470022	4	385701	7	186633	10
ERR4783555.fasta	5372566	42	127918.24	752580	569	292	3	363912	6	264269	9	135016	14
ERR4783557.fasta	5382200	50	107644.00	639850	514	489	5	314068	7	226095	11	92919	18
ERR4783558.fasta	5468880	39	140227.69	1484787	583	592	6	361062	5	282446	8	93210	13
ERR4783559.fasta	5786192	55	105203.49	924781	545	292	3	354491	5	225147	9	86506	18
ERR4783560.fasta	5662252	76	74503.32	775826	513	695	7	263204	7	202869	11	86649	20
ERR4783561.fasta	5639168	110	51265.16	1295607	502	782	8	377992	5	274290	8	99616	15
ERR4783565.fasta	5549833	43	129065.88	729251	520	489	5	377105	6	214609	10	111675	17
ERR4783566.fasta	5619442	43	130684.70	1298811	546	491	5	484219	4	307769	7	129900	13
ERR4783575.fasta	5554255	71	78228.94	599053	529	96	1	307016	7	214777	11	86981	19
ERR4783578.fasta	5694534	84	67792.07	542735	549	394	4	314467	7	254966	11	61022	22
ERR4783579.fasta	5394123	68	79325.34	545591	504	392	4	288645	7	201490	12	68015	20
ERR4783580.fasta	5947030	94	63266.28	1213129	502	1666	17	378713	6	196400	10	41820	22
ERR4784041.fasta	5969684	124	48142.61	1011384	532	590	6	271311	7	150685	13	30046	32
ERR4784061.fasta	5648137	82	68879.72	508572	608	592	6	181652	10	119507	18	51113	30
ERR4784065.fasta	5500075	38	144738.82	1383099	638	394	4	426388	4	362905	7	98651	11
ERR4784069.fasta	5573292	69	80772.35	1311276	504	487	5	388145	5	179600	8	53103	20
ERR4784073.fasta	5559757	81	68638.98	905335	512	634	9	350024	6	324984	9	74123	18
ERR4784076.fasta	5766196	54	106781.41	1011765	536	497	5	328640	6	219482	10	88640	18
ERR4784077.fasta	5728940	60	95482.33	645690	609	396	4	324833	7	219482	12	86713	20
ERR4784078.fasta	5786965	62	93338.15	519116	614	495	5	352216	7	234573	11	73675	20
ERR4784081.fasta	5757845	58	99273.19	509221	540	491	5	287001	8	189679	13	86713	22
ERR4784082.fasta	5787083	67	86374.37	750550	582	494	5	370840	6	214703	10	69952	20
ERR4784085.fasta	5706071	91	62704.08	794190	540	194	2	205768	8	122630	16	50049	29
ERR4784086.fasta	5789429	67	86409.39	768290	582	985	10	371125	6	234899	10	70068	21
ERR4784089.fasta	5708102	95	60085.28	793606	540	296	3	218230	9	118397	17	54558	29
ERR4784090.fasta	5582813	71	78631.17	566596	501	490	5	338351	7	216781	11	70652	21
ERR4784093.fasta	5376577	33	162926.58	1260763	626	389	4	377182	5	311821	8	133127	13
ERR4784094.fasta	5636118	137	41139.55	566717	501	413	6	355665	7	253205	10	53102	22
ERR4784097.fasta	5769433	61	94580.87	645822	540	391	4	325121	7	208212	12	86713	21
ERR4784098.fasta	5786508	67	86365.79	769888	582	393	4	352107	6	214703	10	64113	21
ERR4784101.fasta	5924678	111	53375.48	483945	533	588	6	325327	8	162007	14	38772	28
ERR4784102.fasta	5582681	79	70666.85	566717	501	494	5	330587	7	216453	11	57212	23
ERR4784105.fasta	5923181	110	53847.10	485153	527	489	5	271054	8	162007	14	41791	28
ERR4784107.fasta	5924708	110	53860.98	575578	533	497	5	349979	7	162006	13	38772	27
ERR4784108.fasta	5583587	76	73468.25	682292	501	976	10	355619	6	174038	10	53854	22
ERR4784111.fasta	5582042	72	77528.36	681566	501	189	2	355665	6	216675	10	69678	21
ERR4784112.fasta	5582485	79	70664.37	566717	501	590	6	292634	7	216700	12	53854	24
ERR4784115.fasta	5733598	66	86872.70	1094100	550	685	7	385200	5	234357	9	69952	18
ERR4784116.fasta	5787797	63	91869.79	769787	536	586	6	352326	7	234573	10	69951	21
ERR4784119.fasta	5585457	75	74472.76	681369	501	684	7	368941	6	216781	10	69678	20
ERR4784120.fasta	5584309	76	73477.75	566474	501	689	7	335407	7	216553	11	69678	23
ERR4784123.fasta	5802900	72	80595.83	768395	614	682	7	370754	6	235035	10	69952	19
ERR4784124.fasta	5787105	69	83871.09	769895	536	587	6	370754	6	234357	10	69952	21
ERR4784127.fasta	5789690	62	93382.10	1092638	571	588	6	386662	5	272015	8	73675	17
ERR4784128.fasta	5782454	89	64971.39	649292	509	3653	37	184631	9	99663	18	53967	32
ERR4784131.fasta	5584475	75	74459.67	681675	501	293	3	368586	6	253205	9	74123	20
ERR4784132.fasta	5785378	68	85079.09	1093653	536	492	5	340565	6	214703	10	69952	22
ERR4784136.fasta	5788581	62	93364.21	1094107	571	490	5	385200	5	272015	8	69952	18
ERR4784137.fasta	5583069	72	77542.62	681526	501	386	4	408855	5	232835	9	69678	20
ERR4784140.fasta	5785065	61	94837.13	1093861	582	588	6	385200	5	272030	8	69952	18
ERR4784141.fasta	5584386	77	72524.49	566717	501	588	6	298005	7	146176	12	54539	25
ERR4784144.fasta	5785623	68	85082.69	769555	529	690	7	352689	6	234573	10	69973	21
ERR4784145.fasta	5542776	75	73903.68	601923	512	391	4	368832	6	232835	10	62720	21
